timestamp,monitor_mac,target_mac,rssi,anchor_position_x,anchor_position_y,target_position_x,target_position_y
1734000767.6349916,08a6f7a1e5c8,d8bfc0117c7d,-86.0,884,45,1331.4694542745385,187.9820264481284
1734000767.6359906,a4cf12fdaea9,483fda467e7a,-64.0,861,580,1331.4694542745385,187.9820264481284
1734000767.6369896,f8b3b734347c,d8bfc0117c7d,-63.0,1047,884,1331.4694542745385,187.9820264481284
1734000767.6379921,483fda467e7a,d8bfc0117c7d,-90.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.6389925,08a6f7a1e5c8,483fda467e7a,-77.0,884,45,1331.4694542745385,187.9820264481284
1734000767.6399927,483fda467e7a,a4cf12fdaea9,-57.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.6409922,f8b3b732fb6c,483fda467e7a,-17.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.6419907,483fda467e7a,d81c79de34e1,-52.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.6429899,a4cf12fdaea9,d81c79de34e1,-55.0,861,580,1331.4694542745385,187.9820264481284
1734000767.645991,a4cf12fdaea9,483fda467e7a,-65.0,861,580,1331.4694542745385,187.9820264481284
1734000767.646988,483fda467e7a,a4cf12fdaea9,-57.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.647991,f8b3b732fb6c,a4cf12fdaea9,-63.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.6489902,f8b3b734347c,a4cf12fdaea9,-81.0,1047,884,1331.4694542745385,187.9820264481284
1734000767.6499898,483fda467e7a,d81c79de34e1,-53.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.650991,f8b3b732fb6c,a4cf12fdaea9,-63.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.651989,483fda467e7a,d81c79de34e1,-52.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.6529884,f8b3b734347c,24a1602ccfab,-83.0,1047,884,1331.4694542745385,187.9820264481284
1734000767.6539905,f8b3b732fb6c,483fda467e7a,-18.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.654997,08a6f7a1e5c8,a4cf12fdaea9,-57.0,884,45,1331.4694542745385,187.9820264481284
1734000767.6559937,f8b3b732fb6c,a4cf12fdaea9,-64.0,1461,241,1331.4694542745385,187.9820264481284
1734000767.6569915,f8b3b734347c,d8bfc0117c7d,-62.0,1047,884,1331.4694542745385,187.9820264481284
