target_mac,distance_error_tls,distance_error_twcl_dist_3,distance_error_twcl_rssi_7,distance_error_fpl
20f094118214,869.6079955946616,569.5625792712486,292.124129622465,453.25524353224387
342eb61ec446,517.4876311481596,385.62223383367194,265.5787769303296,197.0707861070283
d81c79de34e1,412.19714013607654,408.17034842027766,258.9276448594865,193.59208335270867
