target_mac,distance_error_tls,distance_error_twcl_dist_3,distance_error_twcl_rssi_7,distance_error_fpl
20f094118214,472.7196937548605,481.41443911118307,283.62274596385055,294.63188450746645
342eb61ec446,443.4631854954577,389.4101954083829,259.9123267935392,188.943879164381
d81c79de34e1,412.6582349748592,409.8002159490331,258.9276448594866,194.71571720412246
