target_mac,distance_error_tls,distance_error_twcl_dist_3,distance_error_twcl_rssi_7,distance_error_fpl
20f094118214,471.87513317236056,480.7795404444346,281.79607429137593,294.82599685416585
342eb61ec446,443.49079549462795,390.92024627717836,261.2062004183333,188.86517050949058
d81c79de34e1,412.9384851473923,408.4962414811331,257.6801481973812,195.0844621399179
