Timestamp,RSSI
101642179,-51
101642291,-51
101700897,-51
101701114,-51
102040929,-51
102041554,-49
102091089,-56
102118896,-54
102119992,-50
102120720,-49
102121054,-51
102126211,-50
102126846,-52
102183072,-55
102186817,-49
102186954,-54
102195913,-51
102242191,-50
102243844,-51
102244047,-51
102245943,-54
102246716,-50
102268691,-54
102269243,-49
102269688,-51
102292081,-50
102292822,-54
102293563,-54
102293903,-53
102308412,-49
102329003,-54
102334188,-49
102334613,-50
102362110,-50
102362843,-51
102363570,-54
102363707,-49
102363843,-49
102364419,-48
102365260,-48
102366016,-47
102389001,-49
102397939,-52
102398301,-51
102423428,-55
102426212,-50
102426761,-55
102437540,-51
102719604,-52
102730299,-56
102731400,-56
102732486,-56
102733221,-50
102749179,-51
102784610,-49
102786209,-51
102786759,-50
102787222,-50
102792493,-54
102797230,-54
102797446,-51
102797666,-51
102809177,-54
102809280,-52
102831558,-51
102831863,-51
102846204,-54
102846809,-51
102853118,-54
102869344,-51
102902704,-54
102906209,-51
102906699,-49
102929184,-49
102963386,-50
103026201,-55
103026674,-50
103042780,-54
103086206,-51
103087227,-52
103109831,-54
103111651,-50
103112049,-54
103146679,-50
103147100,-52
103153720,-54
103169050,-51
103171118,-54
103174842,-49
103202189,-50
103203132,-51
103203235,-51
103214236,-54
103232623,-51
103233354,-50
103234078,-50
103234413,-50
103258682,-51
103258815,-51
103258951,-50
103259438,-62
103260194,-48
103292124,-48
103292602,-52
103389985,-52
103392013,-55
103393499,-52
103394614,-52
103394930,-50
103438859,-55
103439056,-54
103439193,-50
103439732,-49
103440536,-48
103441340,-48
103442277,-49
103443034,-47
103446304,-54
103446437,-50
103446574,-52
103447061,-48
103447714,-47
103448470,-49
103479617,-55
103480336,-55
103481174,-55
103481412,-50
103502778,-56
103503164,-53
103511727,-50
103512030,-52
103526539,-50
103529841,-52
103563808,-55
103588989,-54
103621531,-54
103669156,-52
103744301,-52
103746193,-50
103746671,-50
103772123,-52
103803046,-51
103827216,-54
103828651,-54
103829020,-50
103831663,-54
103832026,-54
103857267,-54
103859089,-49
103859504,-54
103859659,-51
103876455,-49
103876680,-51
104125733,-52
104132371,-49
104161175,-50
104189163,-52
104220425,-50
104220643,-52
104230008,-52
104328354,-56
104328665,-56
104344221,-49
104346186,-50
104346744,-51
104350953,-52
104352059,-50
104352781,-52
104369163,-54
104369801,-54
104390808,-54
104391037,-51
106385750,-51
106401311,-54
106445944,-51
106446173,-51
106447002,-51
106468168,-51
106471416,-52
106487722,-49
106488450,-55
106489179,-52
106489497,-51
106506162,-54
106506661,-50
106512457,-49
106521750,-52
106638768,-49
106649372,-47
106650128,-47
106683662,-48
106684418,-47
106687010,-48
106687517,-51
106709219,-51
106742787,-52
106744235,-55
106744473,-51
106786446,-52
106793897,-51
106843145,-51
106861341,-50
106872810,-50
106889268,-56
106922852,-50
106923077,-51
107605710,-49
107609240,-48
107643083,-54
107646620,-51
107646753,-50
107671002,-50
107701707,-50
107725746,-49
107728593,-51
107729126,-49
107762257,-48
107821221,-51
107821441,-50
107826141,-54
107826646,-50
107846535,-56
107847263,-56
107847991,-57
107849132,-57
107854318,-55
107854728,-52
107886631,-55
107887138,-53
107943263,-50
107943498,-52
107945014,-52
107965929,-52
107966478,-49
107969632,-55
107970359,-54
107971444,-54
107972543,-49
107972937,-51
108007306,-51
108015712,-51
108042928,-54
108043136,-51
108043927,-51
108066139,-49
108066830,-51
108100281,-49
108101371,-54
108102103,-54
108102433,-49
108126027,-53
108126146,-50
108126613,-49
108126942,-50
108148699,-50
108149023,-51
108164117,-54
108164474,-56
108186596,-50
108194040,-49
108220203,-50
108220927,-54
108222492,-54
108245895,-53
108246129,-54
108246627,-54
108247081,-50
108264127,-49
108268927,-53
108287845,-49
108288454,-50
108302041,-49
108329299,-50
108357615,-54
108357972,-51
108361471,-53
108418056,-51
108426128,-52
108426926,-51
108456261,-55
108478130,-51
108501213,-50
108503582,-51
108525715,-51
108538369,-50
108546327,-50
108546537,-51
108546722,-50
108547467,-48
108549134,-50
108549890,-49
108588299,-50
