Timestamp,RSSI
79763277,-49
79948371,-53
79999939,-52
80000505,-56
80009608,-54
82714195,-54
82721158,-53
82721633,-53
82765221,-53
83412289,-53
83415632,-55
83416358,-53
83417087,-55
83441712,-53
83455552,-53
83460213,-52
83531926,-52
103912426,-52
104002127,-55
104002682,-51
104015132,-53
104086310,-56
104087028,-55
104087752,-52
104088486,-50
104102662,-52
104103405,-55
104104151,-52
104104898,-50
104105792,-53
104114660,-51
104140855,-57
104141421,-60
104182412,-51
104193927,-51
104200100,-55
104200858,-52
104201332,-53
104201601,-56
104213107,-50
104235918,-53
118010798,-53
118037453,-52
118040830,-53
118041139,-52
118041283,-50
118060348,-53
118060574,-53
121739457,-58
121752674,-52
121753517,-55
121754610,-50
121755334,-55
121757047,-55
121777428,-55
121777692,-53
121783391,-55
121798624,-51
121817057,-55
121841084,-52
121841300,-52
121841422,-52
121853652,-51
121877362,-50
121901022,-52
121901254,-52
121901605,-53
121914422,-52
121937039,-53
121959726,-51
121959951,-53
124706406,-53
124706598,-53
124718144,-55
124743300,-51
124743954,-52
124776348,-51
124803189,-56
124822730,-56
124823842,-53
124824959,-51
124825193,-53
124825384,-51
124828577,-52
124828677,-53
124845099,-56
124863191,-51
124901694,-52
124910150,-53
124923184,-53
124937389,-56
124987037,-51
125020092,-53
125020302,-53
125043187,-52
125078774,-52
125080567,-52
125081037,-53
125097029,-53
125097767,-56
125098613,-52
125099362,-55
125102540,-53
125103640,-55
125108004,-53
125134541,-56
126959801,-53
126963237,-55
126998530,-50
127000540,-51
127001037,-52
127018129,-55
127018875,-50
127019985,-52
127020730,-55
127024976,-52
127060544,-51
127061078,-52
127061941,-51
127083217,-52
127116921,-52
127120544,-53
127123278,-52
127143212,-51
127180181,-60
127180398,-57
127203245,-51
127239478,-52
127240545,-51
127241098,-56
127292551,-52
127293654,-52
127294768,-53
127294997,-52
127295095,-52
127300540,-52
127301075,-53
127304473,-50
127306817,-51
127307363,-55
127313450,-53
127314552,-53
127323240,-56
127361029,-56
127369735,-52
127383943,-52
127418043,-53
127418176,-55
127418313,-52
127418800,-49
127419563,-50
127420327,-49
127447245,-50
127479337,-48
127479836,-53
127480539,-52
127481011,-52
127503796,-53
127540129,-53
127540263,-50
127540842,-53
127546183,-56
127566085,-56
127567193,-53
127567522,-53
127589899,-54
127590999,-53
127591723,-51
127591961,-53
127592061,-53
127606774,-53
127623229,-55
127656283,-51
127677676,-53
127683217,-52
127702358,-52
127768874,-52
127778942,-56
127804398,-56
127837833,-56
127840534,-52
127841006,-51
127841238,-52
127843037,-52
127846332,-52
127860380,-50
127861467,-51
127862560,-53
127863294,-51
127863674,-55
127898829,-50
127899055,-53
138940163,-53
138940705,-53
138948262,-56
138964346,-56
138996620,-53
139024340,-53
139059156,-56
139059374,-53
139084347,-55
139113127,-51
139114986,-56
139115364,-53
139125942,-56
139144563,-53
139180418,-56
139180646,-53
139180927,-52
139183151,-56
139204977,-53
139240877,-53
139264330,-53
139300400,-56
139300533,-52
139324363,-55
139356950,-56
139360405,-56
139360882,-54
139361118,-54
