Timestamp,RSSI
4062741,-49
4073390,-48
4073714,-48
4106086,-49
4134844,-48
4135314,-48
4186934,-48
4188207,-47
4188734,-48
4192782,-49
4217964,-48
4247484,-48
4269992,-48
4297456,-48
4297743,-48
4307351,-48
4307548,-48
4307741,-48
4308275,-45
4309031,-46
4321909,-49
4343593,-48
4368524,-49
4368995,-48
4397660,-49
4399720,-49
4426937,-49
4427721,-49
4454904,-49
4455123,-48
4455304,-48
4455630,-49
4461147,-49
4476616,-49
4476952,-49
4515693,-49
4517807,-48
4518087,-48
4520760,-48
4521369,-49
4551489,-48
4557364,-48
4574821,-45
4581288,-48
4597963,-48
4601119,-48
4620655,-50
4629387,-52
4639482,-50
4641037,-54
4661213,-48
4662895,-48
4699710,-48
4701426,-48
4701813,-48
4722520,-48
4723242,-48
4724341,-48
4724701,-48
4727429,-48
4729603,-48
4750683,-48
4757852,-48
4786945,-48
4790714,-48
4790832,-48
4796995,-48
4822711,-48
4833656,-48
4834279,-48
4851405,-48
4851774,-48
4894340,-48
4894703,-48
4906951,-48
4910003,-48
4910747,-48
4913585,-48
4955765,-48
4956128,-48
4974513,-48
4982086,-48
4997146,-48
4998465,-48
5016007,-48
5016547,-48
5016893,-48
5028605,-48
5028724,-48
5046115,-48
5054968,-48
5068216,-48
5076203,-48
5076563,-48
5098282,-48
5104197,-48
5104907,-48
5105635,-48
5118004,-49
5118247,-48
5134067,-48
5136485,-49
5146936,-48
5147636,-48
5147953,-49
5187688,-49
5188041,-48
5196303,-48
5196666,-48
5196948,-48
5197314,-48
5230129,-49
5231222,-48
5232325,-49
5239516,-49
5253627,-51
5261819,-49
5279944,-49
5286800,-49
5297951,-49
5316733,-49
5318922,-49
5332376,-49
5339991,-49
5357392,-49
5357847,-49
5381242,-49
5381605,-49
5388600,-49
5389015,-49
5441659,-49
5442032,-49
5451139,-49
5460269,-49
5461756,-49
5463091,-49
5463326,-48
5478292,-49
5481381,-49
5497375,-48
5497789,-49
5508699,-49
5524954,-49
5535015,-49
5535345,-49
5535575,-48
5535774,-48
5536319,-46
5565514,-46
5567917,-51
5597389,-48
5624367,-49
5630611,-49
5655070,-49
5655331,-49
5655431,-49
5655820,-48
5686335,-49
5686946,-49
5687527,-49
5687879,-48
5689003,-49
5727994,-49
5733816,-49
5734928,-49
5736042,-49
5736372,-49
5767228,-49
5779776,-49
5780182,-49
5816826,-49
5837870,-49
5856311,-49
5857410,-49
5858140,-49
5858286,-48
5858423,-48
5866947,-49
5867468,-49
5878998,-49
5888948,-51
5927478,-49
5927842,-49
5936887,-49
5946521,-48
5946799,-48
5978584,-49
5990492,-49
5997908,-49
5998277,-49
6047532,-49
6047725,-48
6047867,-48
6048344,-46
6049144,-46
6049905,-46
6055265,-49
6055475,-49
6077724,-49
6102432,-49
6103158,-49
6108665,-49
6109245,-48
6109623,-48
6124869,-49
6130265,-49
6167529,-49
6167876,-49
6222730,-49
6223459,-49
6224185,-49
6224530,-49
6228544,-49
6228799,-49
6255122,-49
6255385,-49
6286955,-49
6288087,-49
6310700,-49
6318182,-49
6355997,-49
6377846,-49
6407441,-49
6407797,-49
6415606,-49
6415857,-49
6415980,-49
6438192,-49
6438482,-49
6466967,-49
6467987,-49
6491962,-49
6498396,-49
6527453,-49
6527872,-49
6532118,-51
6557899,-49
6600750,-49
6618385,-49
6636253,-49
6688818,-49
6713692,-49
6740144,-49
6740436,-49
6767449,-49
6767859,-49
6790462,-49
6801181,-49
6827126,-49
6827730,-48
6828026,-46
6828689,-46
6839384,-46
6840979,-49
6842083,-49
6843197,-49
6850516,-51
6857834,-49
6861315,-49
6887451,-49
6887852,-49
6898962,-49
6899566,-49
6917670,-49
6921303,-49
6925982,-49
6946670,-49
6946912,-49
6947577,-49
6957020,-49
6978284,-49
6978609,-48
7007530,-49
7057773,-49
7066979,-49
7067703,-48
7068254,-49
7085800,-49
7086286,-49
7101192,-49
7101484,-48
7101633,-48
7102119,-46
7109407,-48
7109916,-48
7129906,-49
7130598,-49
7164189,-49
7169746,-51
7186979,-51
7187640,-51
7187942,-50
7212909,-49
7217903,-48
7219695,-48
7220412,-49
7221142,-49
7221728,-49
7231751,-49
7231870,-48
7232096,-49
7256716,-49
7278338,-49
7290607,-49
7292402,-49
7292752,-48
7306982,-49
7307628,-49
7307933,-48
7317484,-49
7320378,-49
7347491,-49
7348216,-49
7348950,-48
7349281,-49
7354666,-49
7355206,-48
7355466,-49
7388843,-48
7389588,-49
7390699,-49
7390999,-49
7412712,-49
