Timestamp,RSSI
42464011,-38
42483577,-38
42484149,-38
42541527,-38
42542022,-38
42543582,-38
42544055,-38
42560647,-38
42561942,-38
42562381,-38
42563476,-38
42564201,-38
42564938,-38
42565232,-38
42591436,-38
42592029,-38
42603576,-40
42604084,-38
42606757,-38
42642103,-39
42661641,-39
42663584,-39
42664135,-39
42670132,-39
42672902,-39
42674965,-39
42675675,-39
42676777,-39
42677501,-39
42701522,-38
42705910,-38
42751287,-38
47717706,-40
47720089,-34
47727172,-40
47745732,-35
47764476,-38
47785287,-36
47785782,-39
73248602,-40
73257394,-39
73295226,-39
73317356,-39
73324004,-40
73351795,-39
73352013,-39
73353052,-39
73362421,-39
73373501,-39
73377237,-39
73406586,-39
73406796,-39
77754352,-39
77759039,-39
77759772,-39
77760500,-39
77760881,-39
77764075,-39
77764598,-39
77772288,-39
77772642,-39
77796137,-41
77809254,-39
78063907,-39
78064084,-40
78064780,-39
78064917,-39
78091784,-40
78100463,-37
78102364,-38
78109321,-38
78128225,-41
78128985,-38
78132863,-39
78133619,-35
78158913,-38
78159664,-37
78165433,-38
78166189,-37
78204116,-37
78204869,-38
78221335,-38
78221821,-39
78400099,-37
78400592,-39
78418383,-39
78419641,-41
78454182,-36
78455567,-40
79913576,-40
79917295,-39
79949366,-39
79955394,-39
79965209,-39
79965358,-39
79965579,-39
80840980,-39
80841192,-39
80850547,-39
80864504,-39
80865240,-39
80865985,-39
80866731,-39
80877290,-39
80914467,-39
80930466,-39
81773126,-39
81773336,-39
81784155,-39
81785760,-39
81786492,-39
81787221,-39
81787557,-39
81795014,-39
81818180,-39
81818388,-39
81844625,-39
81844997,-39
81849220,-39
81852761,-39
81904131,-39
81904393,-39
81904542,-38
81905019,-39
81905779,-40
81908763,-39
81909519,-38
81924337,-39
81924832,-40
82167864,-40
82167987,-38
82168445,-39
82191734,-38
82192319,-40
82232517,-39
82233265,-39
82234374,-39
82235124,-39
82237753,-39
82254930,-39
82255159,-39
83181560,-39
83199257,-39
83224155,-39
83224680,-39
83225319,-38
83230213,-39
83233207,-39
83495996,-39
83496115,-39
83524634,-39
83524980,-39
83543675,-39
83545291,-39
83549286,-39
83585248,-39
83585483,-39
85644582,-39
85656327,-39
85715902,-39
85716132,-39
88820942,-39
88836464,-39
88854826,-39
88855566,-39
88856313,-39
88856640,-39
88864242,-39
88864767,-39
88873574,-39
88882824,-39
88900663,-39
88918524,-39
88919248,-39
88919978,-39
88920698,-39
88925754,-39
88950866,-38
88985019,-39
88985350,-39
88997375,-39
88997524,-40
88997660,-38
88998137,-42
88998906,-42
88999664,-42
89000427,-43
89017910,-37
89045342,-37
89046097,-37
89057029,-37
89065517,-38
89104626,-37
89105383,-37
89128272,-38
89129028,-38
89154824,-37
89155580,-38
89177591,-37
89178097,-40
102136528,-39
102156375,-39
102184928,-40
102185294,-39
102212557,-38
102216137,-40
102217232,-40
102217961,-40
102219303,-40
102219421,-40
102244436,-40
102244654,-40
102244969,-40
102245606,-39
102253217,-40
102253480,-40
102260789,-40
102279690,-39
102280054,-39
102298179,-39
102299287,-39
102300031,-39
102300349,-39
102304988,-39
102336216,-39
102336938,-39
102338030,-39
102338756,-39
102338991,-39
102364969,-39
102377000,-39
102396378,-40
102401570,-39
102402833,-39
102427457,-39
102442858,-40
102456275,-39
102457372,-39
102458099,-39
102459189,-39
102459579,-39
102466624,-39
102466988,-39
102484435,-39
102484972,-39
102494520,-39
102516624,-39
102517262,-39
102526543,-39
102526911,-39
102544935,-39
102545302,-39
102552109,-39
102558527,-39
