target_mac,monitor_mac,rssi_0,n
20f094118214,08a6f7a1e5c8,-19.045208694655916,6.0244317408136805
20f094118214,24a1602ccfab,115.93137647522667,18.64547950151278
20f094118214,483fda467e7a,-9.414800513394587,7.280350183917156
20f094118214,a0a3b3ff35c0,28.663552132637065,9.405260294162078
20f094118214,a0a3b3ff66b4,10.454055889954228,8.011643798584073
20f094118214,a4cf12fdaea9,-26.52239166927476,5.79432208842877
20f094118214,d8bfc0117c7d,127.72684066752954,19.502115920647306
20f094118214,f8b3b732fb6c,-22.95472985602149,5.599784759457695
20f094118214,f8b3b73303e8,-31.72344355215334,5.937282876997702
20f094118214,f8b3b734347c,-0.5950665474890806,8.579263169428623
342eb61ec446,08a6f7a1e5c8,8.92111357652447,8.922100886112938
342eb61ec446,24a1602ccfab,34.880802529402665,10.66420194213656
342eb61ec446,483fda467e7a,6.449992550369149,9.005535587654409
342eb61ec446,a0a3b3ff35c0,7.010972432891343,8.054166490221176
342eb61ec446,a0a3b3ff66b4,36.97575089791244,10.732208356417257
342eb61ec446,a4cf12fdaea9,-19.24219115303576,7.021823512803363
342eb61ec446,d8bfc0117c7d,28.902153438985756,9.997044521118491
342eb61ec446,f8b3b732fb6c,17.849279806981546,10.494549003948901
342eb61ec446,f8b3b734347c,16.364119790753712,10.854735293151773
d81c79de34e1,08a6f7a1e5c8,-1.1583000096397458,8.042261143058218
d81c79de34e1,24a1602ccfab,90.7641256004237,15.90985351406588
d81c79de34e1,483fda467e7a,14.016024370575533,9.728289852128054
d81c79de34e1,a0a3b3ff35c0,54.40772522792979,12.660609126289494
d81c79de34e1,a0a3b3ff66b4,42.48215823018693,11.25370819699475
d81c79de34e1,a4cf12fdaea9,-24.9810299995863,5.954256333796497
d81c79de34e1,d8bfc0117c7d,32.41687583254364,10.125669893595541
d81c79de34e1,f8b3b732fb6c,0.09644995207596561,8.800796563350813
d81c79de34e1,f8b3b734347c,-28.024284147473654,4.7723980714397705
