target_mac,target_position,distance_error_lst,distance_error_wcl_dist,distance_error_wcl_rssi,distance_error_fp
20f094118214,"(1036, 493)",60.380004593773116,141.5867102096328,114.28568778692103,121.51131634543344
20f094118214,"(1581, 783)",68.0000320677023,558.9862061242166,377.14055227110987,190.53870997778904
20f094118214,"(1240, 492)",83.0216659598273,115.9913368316446,131.99621141571177,340.36597949853916
20f094118214,"(939, 395)",142.36925879368874,197.7113252826399,146.2026691386978,415.5309856075717
342eb61ec446,"(974, 779)",154.26183621679692,121.38951219882341,87.68210857436381,226.40008833920538
342eb61ec446,"(1049, 645)",174.3321177828102,217.1141140375185,134.5535239828094,81.58431221748455
20f094118214,"(943, 194)",178.7324659063715,126.48648798960839,108.71929197365638,131.03434664239754
20f094118214,"(974, 779)",192.8523898674804,103.5437849100289,43.19384697451444,651.4422460970734
20f094118214,"(1049, 645)",197.584081801503,230.76944743475727,130.24244927653157,73.08214556237385
d81c79de34e1,"(177, 786)",239.5619775630078,278.58837329401115,133.7332062764752,135.51752654177244
342eb61ec446,"(1581, 783)",240.91961983714793,177.68281579825137,223.03673902527547,47.853944456021594
342eb61ec446,"(794, 983)",242.66757116371568,352.00485054265994,311.508605453633,297.5231083462258
20f094118214,"(1336, 185)",248.25814900296368,122.41053828208844,120.88737087627786,66.75327707311455
20f094118214,"(1336, 383)",322.65082104450744,229.31337096806834,277.4834049627612,519.2157547686703
20f094118214,"(794, 983)",336.8296261168921,502.15426394874,289.2572738487303,947.7394156623434
d81c79de34e1,"(1777, 779)",341.28126811408066,124.16527460176793,134.48322956414927,313.05750270517393
d81c79de34e1,"(1581, 786)",373.33019958077074,122.62396079747323,316.1800916241406,384.44375401350976
342eb61ec446,"(1777, 779)",382.39915302214564,177.93433935320368,155.58744414450527,184.0244548966251
d81c79de34e1,"(380, 783)",418.2799714230904,331.9178713285933,162.1937775361777,63.788713735268246
20f094118214,"(794, 1190)",421.8189390903522,669.1788373181703,607.2187846432355,1293.3158933532054
d81c79de34e1,"(576, 786)",442.15488410799975,421.3634783294805,325.2301479269512,166.90416411821485
20f094118214,"(1186, 783)",474.76095132304397,139.1718021106023,184.50676235829675,461.00976128494284
342eb61ec446,"(1381, 781)",538.6182877072835,174.83289597581566,137.9010879551287,451.1285847737871
342eb61ec446,"(1987, 781)",555.7524212281113,411.4933672389749,367.0472418953667,366.94686263817545
d81c79de34e1,"(1987, 781)",579.4392433528579,120.98530223797592,302.39472383906576,121.2023102090055
342eb61ec446,"(777, 783)",583.6288483528197,295.8508200475929,263.192861114965,258.1046299468493
342eb61ec446,"(380, 784)",585.1490817985174,430.6439456349815,220.61915409327634,475.0378932253721
20f094118214,"(177, 786)",604.3481335405226,939.1666027453429,518.8991494574896,1466.4821853674187
342eb61ec446,"(177, 786)",666.4907005777133,496.04520997464607,252.0685846289193,216.54098919142305
342eb61ec446,"(794, 1190)",682.3147659218123,584.658119851838,628.1548091801794,1249.0100079663093
342eb61ec446,"(576, 783)",687.0300059209945,481.59741991340746,446.1863833902903,439.14120735817994
20f094118214,"(1381, 783)",726.8859749647938,328.71563637868593,336.34028031429403,274.17147918775214
20f094118214,"(777, 779)",738.2450015407378,245.07013857540014,113.23651148724628,896.0608238283828
d81c79de34e1,"(794, 1190)",1099.826343339228,672.3495652423982,445.7964273546622,1057.9158756725415
20f094118214,"(380, 779)",,675.2140401383846,105.00731483633385,1395.887173091006
20f094118214,"(576, 783)",,481.7073800555686,292.9332627244534,1049.4879703931817
20f094118214,"(1777, 779)",,737.5127117548551,239.60015593272013,147.27525250360293
20f094118214,"(1987, 781)",,945.6262475206576,374.07665715359155,118.3427226321923
342eb61ec446,"(1036, 493)",,,,
342eb61ec446,"(1334, 185)",,,,
d81c79de34e1,"(939, 194)",,,,
d81c79de34e1,"(939, 395)",,,,
