target_mac,target_position,distance_error_lst,distance_error_wcl_dist,distance_error_wcl_rssi,distance_error_fp
342eb61ec446,"(974, 779)",203.2210153095547,432.21599418237827,250.88616711598908,191.70811146114815
d81c79de34e1,"(1777, 779)",217.57537779084558,246.46084588053597,115.71586692438376,323.68194265358704
342eb61ec446,"(794, 983)",270.2740377012497,448.01341351306706,305.8243430467386,249.83994876720575
342eb61ec446,"(1581, 783)",319.5949936711859,216.89837644973,101.00031866693053,346.5544690232691
d81c79de34e1,"(1581, 786)",373.33019958077074,122.62396079747323,316.1800916241406,384.44375401350976
342eb61ec446,"(1777, 779)",387.42935907540004,167.69838408003378,105.34991652100551,175.41379649275024
342eb61ec446,"(777, 783)",392.3201792574959,336.85198927833926,186.67772475658106,272.72330300141203
d81c79de34e1,"(177, 786)",478.9594914015532,110.96831533684798,98.98199974401184,103.07764064044152
d81c79de34e1,"(576, 786)",488.76388913413336,161.69817716918902,102.33175872356233,129.8345100502944
d81c79de34e1,"(794, 1190)",499.63980450406865,883.2155492946155,572.0728384143672,354.2612030691478
342eb61ec446,"(576, 783)",501.441428014419,481.0025225907443,325.9399043847423,374.3861642742691
d81c79de34e1,"(1987, 781)",501.6952239872512,103.47847254033877,246.65002928716675,88.09086218218096
d81c79de34e1,"(380, 783)",527.6577245554,218.4319785495889,129.0640559902483,44.654227123532216
342eb61ec446,"(380, 784)",529.5439940868207,141.16902638962316,102.8223381445187,495.0010100999795
342eb61ec446,"(1987, 781)",560.9635140189138,123.7625534974932,213.44660856361952,361.4484748895754
342eb61ec446,"(177, 786)",576.6667315487765,152.44208562140372,129.6033497006187,189.7893569197177
342eb61ec446,"(1381, 781)",640.9979780157827,421.4373623213421,253.67358903337546,765.7003330285288
342eb61ec446,"(794, 1190)",822.3150562202613,716.6128851220169,627.5796762164945,1325.5776099497155
20f094118214,"(177, 786)",,1394.8766970596362,172.9444008815636,1750.7612629939013
20f094118214,"(380, 779)",,,184.1901733227997,1749.0528865646115
20f094118214,"(576, 783)",,,102.55243110136516,1049.3736226911747
20f094118214,"(777, 779)",,,110.00345636121554,1341.2978789217555
20f094118214,"(794, 983)",,997.7239097064879,256.4605198627473,1022.5971836456425
20f094118214,"(794, 1190)",,1159.9525852378622,635.5112899464382,911.4965715788513
20f094118214,"(939, 395)",,544.2425929675111,298.98395474003803,311.7707491090208
20f094118214,"(943, 194)",,,,
20f094118214,"(974, 779)",,725.6810594193568,198.72324588777943,792.1218340634224
20f094118214,"(1036, 493)",,,,
20f094118214,"(1049, 645)",,577.0268624596259,198.84948950080965,379.61296079032917
20f094118214,"(1186, 783)",,607.7738066090049,248.15794724408377,602.4616170346457
20f094118214,"(1240, 492)",,334.4278696520372,189.0057635195494,336.70313333855387
20f094118214,"(1336, 185)",,,,
20f094118214,"(1336, 383)",,189.17980864775183,75.56193916527833,363.98488979626615
20f094118214,"(1381, 783)",,547.8722478826611,284.4703427226573,311.6809265899984
20f094118214,"(1581, 783)",,,231.8668742074738,257.1575392633862
20f094118214,"(1777, 779)",,,123.74956475354158,248.3646512690564
20f094118214,"(1987, 781)",,,201.98446157899082,169.30741271426953
342eb61ec446,"(1049, 645)",,,,
342eb61ec446,"(1334, 185)",,,,
d81c79de34e1,"(939, 395)",,,,
