target_mac,target_position,distance_error_lst,distance_error_wcl_dist,distance_error_wcl_rssi,distance_error_fp
342eb61ec446,"(943, 194)",36.55111026075432,350.86769710607956,322.6317728825871,43.93176527297759
d81c79de34e1,"(939, 194)",53.79974993915669,362.03242598124496,340.71254602759296,112.14722466472365
20f094118214,"(943, 194)",75.77742523237985,358.8427850118412,339.08270856636113,20.0
342eb61ec446,"(939, 395)",95.14524442536653,175.1310090460659,168.10807314663006,146.23952953972466
d81c79de34e1,"(1049, 645)",95.94237635508794,133.46846485542127,97.3501824399254,214.5250568115529
d81c79de34e1,"(1186, 783)",134.1795655635493,270.3992056419031,102.7590277688558,47.01063709417264
d81c79de34e1,"(974, 786)",142.02509222052018,240.7774972384671,231.29808268170112,196.88067452139634
d81c79de34e1,"(1036, 493)",142.1033177838438,131.605927468532,27.832519394415694,101.11874208078342
20f094118214,"(939, 395)",144.36240325939863,162.5402748222565,143.43161366269422,193.96133635340834
342eb61ec446,"(974, 779)",181.94973540044035,237.90853487667144,206.0847742394417,71.11258679024411
342eb61ec446,"(1049, 645)",196.22104447507607,115.86510192070497,9.996698075256754,115.52488909321661
d81c79de34e1,"(939, 395)",200.48204157155774,172.17289277151733,139.41188464639842,96.33794683301072
342eb61ec446,"(1186, 783)",200.6707530038036,273.10849917777466,229.80498946685867,176.32356620712955
342eb61ec446,"(1036, 493)",210.38381346631115,38.490214727563455,104.30733366941955,82.03657720797473
20f094118214,"(1036, 493)",215.4990847774101,84.53107833467757,12.949025865926576,215.08137994721903
d81c79de34e1,"(1240, 492)",226.7351299455683,298.8737660482986,162.38881168814257,307.74827375632833
d81c79de34e1,"(777, 786)",274.75151741049604,280.02337051474825,150.30174354732918,265.1886121235224
d81c79de34e1,"(1381, 781)",279.6969401301955,283.71681996128575,188.65691103079757,165.05150711217394
d81c79de34e1,"(793, 983)",287.83093330778837,555.2827773824997,456.92471113928593,57.55866572463264
342eb61ec446,"(777, 783)",301.56323939950676,201.33749766672568,165.35067340250575,260.44769148525774
342eb61ec446,"(1381, 781)",313.1571321654095,255.26922452559953,69.77846754441035,297.0471343069985
342eb61ec446,"(1334, 185)",316.76480696825104,451.0316327622842,289.9591769311966,336.2528810285497
d81c79de34e1,"(1336, 383)",318.9629747516674,459.5441685973462,365.89522987854576,398.25243250983414
342eb61ec446,"(794, 983)",320.84124985145985,554.9175641750331,525.4815284383087,136.3084736911099
20f094118214,"(1049, 645)",331.53503177424494,157.4087005135188,146.2631706452444,12.083045973594572
d81c79de34e1,"(1336, 185)",347.44978567960834,479.0718798787503,254.23786577742803,105.07616285342742
20f094118214,"(1336, 185)",348.346052150542,398.76786693043925,254.77344606778544,213.88314566603887
20f094118214,"(1336, 383)",348.4878587389923,470.26257805053746,448.99389761067323,427.09483724343943
d81c79de34e1,"(794, 1190)",348.9968994055878,777.8097627240124,702.6585169507556,185.78482176970218
342eb61ec446,"(1240, 492)",373.6559082778687,210.47064953282074,77.38485470304225,93.29523031752481
342eb61ec446,"(1336, 383)",376.76234430581945,462.7132900234095,431.96575331192446,375.40644640176333
20f094118214,"(1240, 492)",383.8826732139583,238.43378328429475,128.32128154674953,185.3887806745597
d81c79de34e1,"(576, 786)",421.9132873390737,369.05177737871423,103.80353708556879,131.13733259449805
342eb61ec446,"(576, 783)",455.7898667659946,274.0591073862048,117.02643341099676,70.03570517957252
342eb61ec446,"(1581, 783)",456.5882526557477,300.2477317578435,111.73214169494688,188.2817038376273
20f094118214,"(777, 779)",510.2958312855979,176.5780869933141,316.68681199061314,572.1975183448457
d81c79de34e1,"(1581, 786)",513.9358103429947,461.0305606680949,42.06439032289651,181.7470770053813
20f094118214,"(576, 783)",588.5846384650625,94.15508506791748,235.1902659744533,75.66372975210778
20f094118214,"(974, 779)",631.8646821833764,302.002418527061,177.23516917208997,301.0514906124864
d81c79de34e1,"(380, 783)",634.2323859788798,363.1335615375353,92.50913566032122,55.036351623268054
342eb61ec446,"(380, 784)",669.2918098534452,336.3493273224439,100.45799701253955,57.97413216254298
d81c79de34e1,"(177, 786)",684.7255570308101,447.06778388675025,96.21783320827987,8.06225774829855
342eb61ec446,"(1777, 779)",691.8750014931773,449.39837211737705,188.93265831557892,231.00865784641059
342eb61ec446,"(177, 786)",741.0712003486854,618.193315776689,97.04775294777214,77.23341245859851
20f094118214,"(380, 779)",744.8463290210348,272.3251584921234,163.18487342382397,100.17983829094555
d81c79de34e1,"(1777, 779)",753.0450922032558,560.2648827352534,199.21717933064653,359.6109008358896
20f094118214,"(1186, 783)",762.9267401411433,347.3827145390317,256.56897280238456,116.01724009818541
d81c79de34e1,"(1987, 781)",777.825658470159,491.8240530300564,91.4925739882145,103.00485425454472
342eb61ec446,"(1987, 781)",858.1483320202568,586.0495567139052,316.22158537897127,329.0060789711947
20f094118214,"(794, 983)",875.9203086690912,591.3541896407462,466.17854141107154,861.933872173498
20f094118214,"(177, 786)",930.2703488118813,1073.3832658831775,347.71298761623353,703.0256040856549
20f094118214,"(1381, 783)",953.6442347314048,479.074868773439,172.96865471664043,293.1381926668717
20f094118214,"(794, 1190)",1249.4211161831554,786.6658593961854,657.3378764265674,1256.4179241000982
342eb61ec446,"(794, 1190)",1272.4889505305582,666.3963380098521,578.8920451768157,98.59513172565875
20f094118214,"(1581, 783)",1327.3149258601566,756.9372619102115,271.3766164226865,286.50479926172267
20f094118214,"(1777, 779)",1589.0625600074698,939.9627106228479,77.26849018952993,284.76305940202286
20f094118214,"(1987, 781)",1806.1273702305573,1186.0555656460276,148.27011288931683,210.440015206234
