timestamp,monitor_mac,target_mac,rssi,anchor_position_x,anchor_position_y,target_position_x,target_position_y
1734124286.9517117,d8bfc0117c7d,a4cf12fdaea9,-60.0,556,510,202.73647186147178,872.5952380952381
1734124286.9517117,a4cf12fdaea9,d8bfc0117c7d,-56.0,56,723,202.73647186147178,872.5952380952381
1734124286.9527116,f8b3b734347c,a4cf12fdaea9,-66.0,441,934,202.73647186147178,872.5952380952381
1734124286.9527116,08a6f7a1e5c8,483fda467e7a,-68.0,270,387,202.73647186147178,872.5952380952381
1734124286.953594,f8b3b73303e8,483fda467e7a,-85.0,56,723,202.73647186147178,872.5952380952381
1734124286.954638,08a6f7a1e5c8,a4cf12fdaea9,-69.0,270,387,202.73647186147178,872.5952380952381
1734124286.954638,f8b3b73303e8,d8bfc0117c7d,-61.0,56,723,202.73647186147178,872.5952380952381
1734124286.9556377,f8b3b732fb6c,d8bfc0117c7d,-74.0,62,42,202.73647186147178,872.5952380952381
1734124286.9556377,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,202.73647186147178,872.5952380952381
1734124286.9566069,f8b3b732fb6c,a4cf12fdaea9,-76.0,62,42,202.73647186147178,872.5952380952381
1734124286.9566069,d8bfc0117c7d,d81c79de34e1,-64.0,556,510,202.73647186147178,872.5952380952381
1734124286.9576087,a0a3b3ff66b4,24a1602ccfab,-54.0,556,510,202.73647186147178,872.5952380952381
1734124286.9586413,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124286.9586413,d8bfc0117c7d,d81c79de34e1,-64.0,556,510,202.73647186147178,872.5952380952381
1734124286.9596395,d8bfc0117c7d,a4cf12fdaea9,-60.0,556,510,202.73647186147178,872.5952380952381
1734124286.9606075,a0a3b3ff66b4,24a1602ccfab,-54.0,556,510,202.73647186147178,872.5952380952381
1734124286.9606075,f8b3b734347c,a4cf12fdaea9,-67.0,441,934,202.73647186147178,872.5952380952381
1734124286.961604,f8b3b734347c,d8bfc0117c7d,-73.0,441,934,202.73647186147178,872.5952380952381
1734124286.9626405,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,202.73647186147178,872.5952380952381
1734124286.9626405,f8b3b732fb6c,a4cf12fdaea9,-77.0,62,42,202.73647186147178,872.5952380952381
1734124286.9636393,d8bfc0117c7d,483fda467e7a,-82.0,556,510,202.73647186147178,872.5952380952381
1734124286.9636393,a4cf12fdaea9,483fda467e7a,-88.0,56,723,202.73647186147178,872.5952380952381
1734124286.9646394,08a6f7a1e5c8,24a1602ccfab,-81.0,270,387,202.73647186147178,872.5952380952381
1734124286.9646394,08a6f7a1e5c8,483fda467e7a,-68.0,270,387,202.73647186147178,872.5952380952381
1734124286.965604,f8b3b734347c,a4cf12fdaea9,-68.0,441,934,202.73647186147178,872.5952380952381
1734124286.9706037,f8b3b734347c,483fda467e7a,-89.0,441,934,202.73647186147178,872.5952380952381
1734124286.9716024,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,202.73647186147178,872.5952380952381
1734124286.9716024,f8b3b73303e8,483fda467e7a,-85.0,56,723,202.73647186147178,872.5952380952381
1734124286.972603,f8b3b73303e8,483fda467e7a,-85.0,56,723,202.73647186147178,872.5952380952381
1734124286.972603,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,202.73647186147178,872.5952380952381
1734124286.9736269,f8b3b732fb6c,d8bfc0117c7d,-72.0,62,42,202.73647186147178,872.5952380952381
1734124286.9746435,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,202.73647186147178,872.5952380952381
1734124286.9746435,a4cf12fdaea9,d81c79de34e1,-47.0,56,723,202.73647186147178,872.5952380952381
1734124286.9756074,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,202.73647186147178,872.5952380952381
1734124286.976642,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,202.73647186147178,872.5952380952381
1734124286.9776046,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124286.9776046,a4cf12fdaea9,d81c79de34e1,-45.0,56,723,202.73647186147178,872.5952380952381
1734124286.978641,483fda467e7a,a4cf12fdaea9,-79.0,62,42,202.73647186147178,872.5952380952381
1734124286.978641,f8b3b734347c,a4cf12fdaea9,-65.0,441,934,202.73647186147178,872.5952380952381
1734124286.9796379,f8b3b73303e8,a4cf12fdaea9,-3.0,56,723,202.73647186147178,872.5952380952381
1734124286.9796379,483fda467e7a,d81c79de34e1,-68.0,62,42,202.73647186147178,872.5952380952381
1734124286.980604,d8bfc0117c7d,d81c79de34e1,-68.0,556,510,202.73647186147178,872.5952380952381
1734124286.980604,d8bfc0117c7d,483fda467e7a,-85.0,556,510,202.73647186147178,872.5952380952381
1734124286.9816034,24a1602ccfab,d8bfc0117c7d,-57.0,744,844,202.73647186147178,872.5952380952381
1734124286.9856024,f8b3b734347c,a4cf12fdaea9,-65.0,441,934,202.73647186147178,872.5952380952381
1734124286.9856024,f8b3b732fb6c,483fda467e7a,-17.0,62,42,202.73647186147178,872.5952380952381
1734124286.9866314,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,202.73647186147178,872.5952380952381
1734124286.9866314,a0a3b3ff66b4,24a1602ccfab,-54.0,556,510,202.73647186147178,872.5952380952381
1734124286.9876308,a0a3b3ff35c0,24a1602ccfab,-9.0,744,844,202.73647186147178,872.5952380952381
1734124286.988638,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124286.988638,a0a3b3ff66b4,d8bfc0117c7d,-3.0,556,510,202.73647186147178,872.5952380952381
1734124286.9896047,f8b3b73303e8,d8bfc0117c7d,-57.0,56,723,202.73647186147178,872.5952380952381
1734124286.9896047,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124286.9906058,24a1602ccfab,d81c79de34e1,-74.0,744,844,202.73647186147178,872.5952380952381
1734124286.9916058,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124286.9916058,a4cf12fdaea9,d8bfc0117c7d,-58.0,56,723,202.73647186147178,872.5952380952381
1734124286.9926152,f8b3b73303e8,a4cf12fdaea9,-3.0,56,723,202.73647186147178,872.5952380952381
1734124286.9936051,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,202.73647186147178,872.5952380952381
1734124286.9936051,f8b3b732fb6c,d8bfc0117c7d,-72.0,62,42,202.73647186147178,872.5952380952381
1734124286.9946032,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,202.73647186147178,872.5952380952381
1734124286.9946032,a4cf12fdaea9,d81c79de34e1,-43.0,56,723,202.73647186147178,872.5952380952381
1734124286.9956093,d8bfc0117c7d,a4cf12fdaea9,-60.0,556,510,202.73647186147178,872.5952380952381
1734124286.9966042,24a1602ccfab,a4cf12fdaea9,-77.0,744,844,202.73647186147178,872.5952380952381
1734124286.9966042,a0a3b3ff66b4,a4cf12fdaea9,-66.0,556,510,202.73647186147178,872.5952380952381
1734124286.9976027,483fda467e7a,d81c79de34e1,-67.0,62,42,202.73647186147178,872.5952380952381
1734124287.0016038,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.0016038,483fda467e7a,d8bfc0117c7d,-76.0,62,42,202.73647186147178,872.5952380952381
1734124287.0026038,f8b3b732fb6c,d8bfc0117c7d,-74.0,62,42,202.73647186147178,872.5952380952381
1734124287.0026038,f8b3b732fb6c,a4cf12fdaea9,-73.0,62,42,202.73647186147178,872.5952380952381
1734124287.0036137,08a6f7a1e5c8,483fda467e7a,-69.0,270,387,202.73647186147178,872.5952380952381
1734124287.0046043,08a6f7a1e5c8,d8bfc0117c7d,-69.0,270,387,202.73647186147178,872.5952380952381
1734124287.0046043,08a6f7a1e5c8,a4cf12fdaea9,-68.0,270,387,202.73647186147178,872.5952380952381
1734124287.0056021,a4cf12fdaea9,24a1602ccfab,-76.0,56,723,202.73647186147178,872.5952380952381
1734124287.0056021,d8bfc0117c7d,d81c79de34e1,-63.0,556,510,202.73647186147178,872.5952380952381
1734124287.0066035,24a1602ccfab,483fda467e7a,-78.0,744,844,202.73647186147178,872.5952380952381
1734124287.0076203,24a1602ccfab,a4cf12fdaea9,-76.0,744,844,202.73647186147178,872.5952380952381
1734124287.0076203,08a6f7a1e5c8,24a1602ccfab,-82.0,270,387,202.73647186147178,872.5952380952381
1734124287.0086153,08a6f7a1e5c8,d8bfc0117c7d,-69.0,270,387,202.73647186147178,872.5952380952381
1734124287.0096064,a0a3b3ff66b4,d8bfc0117c7d,-2.0,556,510,202.73647186147178,872.5952380952381
1734124287.0096064,f8b3b734347c,24a1602ccfab,-67.0,441,934,202.73647186147178,872.5952380952381
1734124287.0106049,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124287.011605,24a1602ccfab,a4cf12fdaea9,-69.0,744,844,202.73647186147178,872.5952380952381
1734124287.011605,d8bfc0117c7d,d81c79de34e1,-64.0,556,510,202.73647186147178,872.5952380952381
1734124287.0126038,a4cf12fdaea9,d8bfc0117c7d,-58.0,56,723,202.73647186147178,872.5952380952381
1734124287.0126038,a0a3b3ff35c0,d8bfc0117c7d,-63.0,744,844,202.73647186147178,872.5952380952381
1734124287.013602,f8b3b732fb6c,d8bfc0117c7d,-71.0,62,42,202.73647186147178,872.5952380952381
1734124287.0186381,24a1602ccfab,d81c79de34e1,-74.0,744,844,202.73647186147178,872.5952380952381
1734124287.0186381,d8bfc0117c7d,24a1602ccfab,-58.0,556,510,202.73647186147178,872.5952380952381
1734124287.0196517,a4cf12fdaea9,d81c79de34e1,-43.0,56,723,202.73647186147178,872.5952380952381
1734124287.0206022,483fda467e7a,d81c79de34e1,-66.0,62,42,202.73647186147178,872.5952380952381
1734124287.0206022,d8bfc0117c7d,483fda467e7a,-83.0,556,510,202.73647186147178,872.5952380952381
1734124287.021604,a4cf12fdaea9,483fda467e7a,-88.0,56,723,202.73647186147178,872.5952380952381
1734124287.021604,24a1602ccfab,483fda467e7a,-90.0,744,844,202.73647186147178,872.5952380952381
1734124287.022602,a0a3b3ff66b4,a4cf12fdaea9,-69.0,556,510,202.73647186147178,872.5952380952381
1734124287.0236073,a0a3b3ff66b4,483fda467e7a,-83.0,556,510,202.73647186147178,872.5952380952381
1734124287.0236073,24a1602ccfab,d81c79de34e1,-74.0,744,844,202.73647186147178,872.5952380952381
1734124287.0246086,a4cf12fdaea9,d81c79de34e1,-43.0,56,723,202.73647186147178,872.5952380952381
1734124287.0256085,d8bfc0117c7d,24a1602ccfab,-57.0,556,510,202.73647186147178,872.5952380952381
1734124287.0266073,f8b3b732fb6c,483fda467e7a,-17.0,62,42,202.73647186147178,872.5952380952381
1734124287.0266073,a4cf12fdaea9,d8bfc0117c7d,-58.0,56,723,202.73647186147178,872.5952380952381
1734124287.0276055,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,202.73647186147178,872.5952380952381
1734124287.028603,24a1602ccfab,d81c79de34e1,-75.0,744,844,202.73647186147178,872.5952380952381
1734124287.028603,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.029603,a4cf12fdaea9,24a1602ccfab,-77.0,56,723,202.73647186147178,872.5952380952381
1734124287.0346045,f8b3b732fb6c,24a1602ccfab,-78.0,62,42,202.73647186147178,872.5952380952381
1734124287.0346045,d8bfc0117c7d,24a1602ccfab,-58.0,556,510,202.73647186147178,872.5952380952381
1734124287.0356038,f8b3b734347c,24a1602ccfab,-65.0,441,934,202.73647186147178,872.5952380952381
1734124287.0356038,f8b3b732fb6c,d8bfc0117c7d,-72.0,62,42,202.73647186147178,872.5952380952381
1734124287.0366368,483fda467e7a,24a1602ccfab,-83.0,62,42,202.73647186147178,872.5952380952381
1734124287.0366368,f8b3b73303e8,24a1602ccfab,-79.0,56,723,202.73647186147178,872.5952380952381
1734124287.037639,08a6f7a1e5c8,d8bfc0117c7d,-69.0,270,387,202.73647186147178,872.5952380952381
1734124287.037639,a0a3b3ff66b4,d8bfc0117c7d,-3.0,556,510,202.73647186147178,872.5952380952381
1734124287.0386364,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124287.0386364,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.0396044,483fda467e7a,d8bfc0117c7d,-74.0,62,42,202.73647186147178,872.5952380952381
1734124287.0396044,d8bfc0117c7d,24a1602ccfab,-58.0,556,510,202.73647186147178,872.5952380952381
1734124287.0406058,24a1602ccfab,d8bfc0117c7d,-59.0,744,844,202.73647186147178,872.5952380952381
1734124287.0416067,08a6f7a1e5c8,a4cf12fdaea9,-68.0,270,387,202.73647186147178,872.5952380952381
1734124287.0426524,08a6f7a1e5c8,d8bfc0117c7d,-69.0,270,387,202.73647186147178,872.5952380952381
1734124287.0426524,a0a3b3ff35c0,d8bfc0117c7d,-65.0,744,844,202.73647186147178,872.5952380952381
1734124287.0436559,483fda467e7a,d81c79de34e1,-67.0,62,42,202.73647186147178,872.5952380952381
1734124287.044643,d8bfc0117c7d,d81c79de34e1,-64.0,556,510,202.73647186147178,872.5952380952381
1734124287.044643,a4cf12fdaea9,d81c79de34e1,-43.0,56,723,202.73647186147178,872.5952380952381
1734124287.0456395,f8b3b732fb6c,a4cf12fdaea9,-79.0,62,42,202.73647186147178,872.5952380952381
1734124287.0496306,08a6f7a1e5c8,483fda467e7a,-68.0,270,387,202.73647186147178,872.5952380952381
1734124287.0506299,08a6f7a1e5c8,d8bfc0117c7d,-67.0,270,387,202.73647186147178,872.5952380952381
1734124287.0506299,08a6f7a1e5c8,a4cf12fdaea9,-71.0,270,387,202.73647186147178,872.5952380952381
1734124287.0516036,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.0516036,24a1602ccfab,d8bfc0117c7d,-58.0,744,844,202.73647186147178,872.5952380952381
1734124287.0526397,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124287.0526397,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,202.73647186147178,872.5952380952381
1734124287.053602,f8b3b73303e8,a4cf12fdaea9,-3.0,56,723,202.73647186147178,872.5952380952381
1734124287.054642,d8bfc0117c7d,a4cf12fdaea9,-59.0,556,510,202.73647186147178,872.5952380952381
1734124287.054642,08a6f7a1e5c8,d8bfc0117c7d,-68.0,270,387,202.73647186147178,872.5952380952381
1734124287.055602,f8b3b732fb6c,d8bfc0117c7d,-72.0,62,42,202.73647186147178,872.5952380952381
1734124287.055602,f8b3b732fb6c,a4cf12fdaea9,-76.0,62,42,202.73647186147178,872.5952380952381
1734124287.056607,483fda467e7a,a4cf12fdaea9,-78.0,62,42,202.73647186147178,872.5952380952381
1734124287.056607,a4cf12fdaea9,d81c79de34e1,-43.0,56,723,202.73647186147178,872.5952380952381
1734124287.0576482,d8bfc0117c7d,d81c79de34e1,-64.0,556,510,202.73647186147178,872.5952380952381
1734124287.0576482,24a1602ccfab,d81c79de34e1,-74.0,744,844,202.73647186147178,872.5952380952381
1734124287.058606,a4cf12fdaea9,d8bfc0117c7d,-58.0,56,723,202.73647186147178,872.5952380952381
1734124287.059645,d8bfc0117c7d,24a1602ccfab,-59.0,556,510,202.73647186147178,872.5952380952381
1734124287.059645,f8b3b73303e8,a4cf12fdaea9,-3.0,56,723,202.73647186147178,872.5952380952381
1734124287.0606406,a0a3b3ff66b4,d8bfc0117c7d,-3.0,556,510,202.73647186147178,872.5952380952381
1734124287.0616374,f8b3b73303e8,d8bfc0117c7d,-59.0,56,723,202.73647186147178,872.5952380952381
1734124287.0658278,f8b3b73303e8,24a1602ccfab,-78.0,56,723,202.73647186147178,872.5952380952381
1734124287.0658278,24a1602ccfab,d81c79de34e1,-75.0,744,844,202.73647186147178,872.5952380952381
1734124287.0667996,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124287.0667996,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.0677974,483fda467e7a,d81c79de34e1,-68.0,62,42,202.73647186147178,872.5952380952381
1734124287.0677974,a4cf12fdaea9,d8bfc0117c7d,-58.0,56,723,202.73647186147178,872.5952380952381
1734124287.0688267,d8bfc0117c7d,24a1602ccfab,-59.0,556,510,202.73647186147178,872.5952380952381
1734124287.0688267,d8bfc0117c7d,a4cf12fdaea9,-59.0,556,510,202.73647186147178,872.5952380952381
1734124287.0698342,24a1602ccfab,d8bfc0117c7d,-59.0,744,844,202.73647186147178,872.5952380952381
1734124287.0698342,a4cf12fdaea9,483fda467e7a,-88.0,56,723,202.73647186147178,872.5952380952381
1734124287.070826,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,202.73647186147178,872.5952380952381
1734124287.0718,f8b3b73303e8,483fda467e7a,-86.0,56,723,202.73647186147178,872.5952380952381
1734124287.0718,a0a3b3ff66b4,a4cf12fdaea9,-69.0,556,510,202.73647186147178,872.5952380952381
1734124287.0727983,f8b3b732fb6c,483fda467e7a,-17.0,62,42,202.73647186147178,872.5952380952381
1734124287.0727983,24a1602ccfab,d81c79de34e1,-75.0,744,844,202.73647186147178,872.5952380952381
1734124287.0738022,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.0738022,24a1602ccfab,d8bfc0117c7d,-58.0,744,844,202.73647186147178,872.5952380952381
1734124287.0748045,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124287.0758502,d8bfc0117c7d,a4cf12fdaea9,-61.0,556,510,202.73647186147178,872.5952380952381
1734124287.0768037,483fda467e7a,a4cf12fdaea9,-78.0,62,42,202.73647186147178,872.5952380952381
1734124287.0807981,a4cf12fdaea9,d8bfc0117c7d,-58.0,56,723,202.73647186147178,872.5952380952381
1734124287.0818021,f8b3b732fb6c,24a1602ccfab,-78.0,62,42,202.73647186147178,872.5952380952381
1734124287.0818021,f8b3b732fb6c,483fda467e7a,-18.0,62,42,202.73647186147178,872.5952380952381
1734124287.082835,f8b3b734347c,24a1602ccfab,-66.0,441,934,202.73647186147178,872.5952380952381
1734124287.0838342,f8b3b734347c,d8bfc0117c7d,-72.0,441,934,202.73647186147178,872.5952380952381
1734124287.0838342,483fda467e7a,d81c79de34e1,-67.0,62,42,202.73647186147178,872.5952380952381
1734124287.0848389,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.0848389,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124287.0858257,a4cf12fdaea9,483fda467e7a,-88.0,56,723,202.73647186147178,872.5952380952381
1734124287.0858257,d8bfc0117c7d,483fda467e7a,-84.0,556,510,202.73647186147178,872.5952380952381
1734124287.086829,08a6f7a1e5c8,483fda467e7a,-68.0,270,387,202.73647186147178,872.5952380952381
1734124287.086829,d8bfc0117c7d,a4cf12fdaea9,-58.0,556,510,202.73647186147178,872.5952380952381
1734124287.0878253,a4cf12fdaea9,d8bfc0117c7d,-57.0,56,723,202.73647186147178,872.5952380952381
1734124287.0878253,24a1602ccfab,a4cf12fdaea9,-77.0,744,844,202.73647186147178,872.5952380952381
1734124287.0888343,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,202.73647186147178,872.5952380952381
1734124287.0888343,a0a3b3ff66b4,a4cf12fdaea9,-69.0,556,510,202.73647186147178,872.5952380952381
1734124287.089799,24a1602ccfab,d81c79de34e1,-74.0,744,844,202.73647186147178,872.5952380952381
1734124287.089799,a4cf12fdaea9,24a1602ccfab,-74.0,56,723,202.73647186147178,872.5952380952381
1734124287.0908399,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.0918016,a4cf12fdaea9,d8bfc0117c7d,-58.0,56,723,202.73647186147178,872.5952380952381
1734124287.0918016,d8bfc0117c7d,a4cf12fdaea9,-58.0,556,510,202.73647186147178,872.5952380952381
1734124287.0928335,d8bfc0117c7d,24a1602ccfab,-59.0,556,510,202.73647186147178,872.5952380952381
1734124287.098799,f8b3b732fb6c,483fda467e7a,-17.0,62,42,202.73647186147178,872.5952380952381
1734124287.098799,08a6f7a1e5c8,d8bfc0117c7d,-70.0,270,387,202.73647186147178,872.5952380952381
1734124287.0998263,f8b3b73303e8,a4cf12fdaea9,-3.0,56,723,202.73647186147178,872.5952380952381
1734124287.0998263,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,202.73647186147178,872.5952380952381
1734124287.1007996,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124287.101967,24a1602ccfab,d81c79de34e1,-74.0,744,844,202.73647186147178,872.5952380952381
1734124287.1028023,a4cf12fdaea9,24a1602ccfab,-75.0,56,723,202.73647186147178,872.5952380952381
1734124287.1028023,d8bfc0117c7d,a4cf12fdaea9,-61.0,556,510,202.73647186147178,872.5952380952381
1734124287.1037996,d8bfc0117c7d,24a1602ccfab,-59.0,556,510,202.73647186147178,872.5952380952381
1734124287.1037996,f8b3b73303e8,a4cf12fdaea9,-3.0,56,723,202.73647186147178,872.5952380952381
1734124287.1047978,f8b3b732fb6c,24a1602ccfab,-78.0,62,42,202.73647186147178,872.5952380952381
1734124287.1047978,08a6f7a1e5c8,24a1602ccfab,-81.0,270,387,202.73647186147178,872.5952380952381
1734124287.1057973,f8b3b73303e8,d8bfc0117c7d,-55.0,56,723,202.73647186147178,872.5952380952381
1734124287.1057973,f8b3b734347c,24a1602ccfab,-67.0,441,934,202.73647186147178,872.5952380952381
1734124287.1068096,f8b3b73303e8,24a1602ccfab,-79.0,56,723,202.73647186147178,872.5952380952381
1734124287.1078053,24a1602ccfab,d8bfc0117c7d,-57.0,744,844,202.73647186147178,872.5952380952381
1734124287.1078053,a4cf12fdaea9,24a1602ccfab,-75.0,56,723,202.73647186147178,872.5952380952381
1734124287.114852,d8bfc0117c7d,24a1602ccfab,-59.0,556,510,202.73647186147178,872.5952380952381
1734124287.114852,483fda467e7a,d8bfc0117c7d,-74.0,62,42,202.73647186147178,872.5952380952381
1734124287.1158352,f8b3b732fb6c,483fda467e7a,-18.0,62,42,202.73647186147178,872.5952380952381
1734124287.1158352,a4cf12fdaea9,d81c79de34e1,-45.0,56,723,202.73647186147178,872.5952380952381
1734124287.1168387,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.1168387,d8bfc0117c7d,a4cf12fdaea9,-59.0,556,510,202.73647186147178,872.5952380952381
1734124287.1178389,24a1602ccfab,d81c79de34e1,-75.0,744,844,202.73647186147178,872.5952380952381
1734124287.1178389,d8bfc0117c7d,24a1602ccfab,-59.0,556,510,202.73647186147178,872.5952380952381
1734124287.1188345,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,202.73647186147178,872.5952380952381
1734124287.1188345,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,202.73647186147178,872.5952380952381
1734124287.1198354,08a6f7a1e5c8,24a1602ccfab,-81.0,270,387,202.73647186147178,872.5952380952381
1734124287.1198354,f8b3b73303e8,24a1602ccfab,-78.0,56,723,202.73647186147178,872.5952380952381
1734124287.120826,f8b3b732fb6c,24a1602ccfab,-77.0,62,42,202.73647186147178,872.5952380952381
1734124287.120826,a0a3b3ff66b4,24a1602ccfab,-54.0,556,510,202.73647186147178,872.5952380952381
1734124287.1218257,f8b3b734347c,24a1602ccfab,-67.0,441,934,202.73647186147178,872.5952380952381
1734124287.1218257,f8b3b73303e8,d8bfc0117c7d,-58.0,56,723,202.73647186147178,872.5952380952381
1734124287.1227996,f8b3b732fb6c,483fda467e7a,-17.0,62,42,202.73647186147178,872.5952380952381
1734124287.1238296,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124287.1238296,d8bfc0117c7d,a4cf12fdaea9,-60.0,556,510,202.73647186147178,872.5952380952381
1734124287.1308005,a4cf12fdaea9,d8bfc0117c7d,-59.0,56,723,202.73647186147178,872.5952380952381
1734124287.1308005,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,202.73647186147178,872.5952380952381
1734124287.1318011,24a1602ccfab,d8bfc0117c7d,-58.0,744,844,202.73647186147178,872.5952380952381
1734124287.1318011,d8bfc0117c7d,24a1602ccfab,-58.0,556,510,202.73647186147178,872.5952380952381
1734124287.1327987,483fda467e7a,d8bfc0117c7d,-73.0,62,42,202.73647186147178,872.5952380952381
1734124287.1327987,f8b3b732fb6c,483fda467e7a,-17.0,62,42,202.73647186147178,872.5952380952381
1734124287.1337993,f8b3b734347c,24a1602ccfab,-67.0,441,934,202.73647186147178,872.5952380952381
1734124287.1337993,d8bfc0117c7d,d81c79de34e1,-64.0,556,510,202.73647186147178,872.5952380952381
1734124287.1347983,08a6f7a1e5c8,a4cf12fdaea9,-66.0,270,387,202.73647186147178,872.5952380952381
1734124287.1347983,f8b3b732fb6c,483fda467e7a,-18.0,62,42,202.73647186147178,872.5952380952381
1734124287.1357977,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.1367989,a4cf12fdaea9,d8bfc0117c7d,-58.0,56,723,202.73647186147178,872.5952380952381
1734124287.1367989,483fda467e7a,d81c79de34e1,-67.0,62,42,202.73647186147178,872.5952380952381
1734124287.1367989,a4cf12fdaea9,483fda467e7a,-88.0,56,723,202.73647186147178,872.5952380952381
1734124287.1377978,d8bfc0117c7d,483fda467e7a,-83.0,556,510,202.73647186147178,872.5952380952381
1734124287.1377978,f8b3b73303e8,a4cf12fdaea9,-3.0,56,723,202.73647186147178,872.5952380952381
1734124287.138797,a4cf12fdaea9,d81c79de34e1,-44.0,56,723,202.73647186147178,872.5952380952381
1734124287.1397982,d8bfc0117c7d,d81c79de34e1,-65.0,556,510,202.73647186147178,872.5952380952381
1734124287.1397982,a4cf12fdaea9,d8bfc0117c7d,-60.0,56,723,202.73647186147178,872.5952380952381
