timestamp,monitor_mac,target_mac,rssi,anchor_position_x,anchor_position_y,target_position_x,target_position_y
1734123688.7784698,a4cf12fdaea9,20f094118214,-52.0,56,723,204.42830051304622,881.7726426116258
1734123688.7815883,d8bfc0117c7d,24a1602ccfab,-54.0,556,510,204.42830051304622,881.7726426116258
1734123688.782589,f8b3b732fb6c,483fda467e7a,-18.0,62,42,204.42830051304622,881.7726426116258
1734123688.782589,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,204.42830051304622,881.7726426116258
1734123688.7835872,08a6f7a1e5c8,483fda467e7a,-66.0,270,387,204.42830051304622,881.7726426116258
1734123688.7835872,d8bfc0117c7d,20f094118214,-65.0,556,510,204.42830051304622,881.7726426116258
1734123688.7846282,24a1602ccfab,20f094118214,-72.0,744,844,204.42830051304622,881.7726426116258
1734123688.7856154,a4cf12fdaea9,20f094118214,-54.0,56,723,204.42830051304622,881.7726426116258
1734123688.7856154,f8b3b73303e8,d8bfc0117c7d,-61.0,56,723,204.42830051304622,881.7726426116258
1734123688.78662,a4cf12fdaea9,24a1602ccfab,-74.0,56,723,204.42830051304622,881.7726426116258
1734123688.78662,d8bfc0117c7d,24a1602ccfab,-55.0,556,510,204.42830051304622,881.7726426116258
1734123688.7875888,a0a3b3ff35c0,d8bfc0117c7d,-69.0,744,844,204.42830051304622,881.7726426116258
1734123688.7875888,483fda467e7a,d8bfc0117c7d,-76.0,62,42,204.42830051304622,881.7726426116258
1734123688.788615,483fda467e7a,a4cf12fdaea9,-75.0,62,42,204.42830051304622,881.7726426116258
1734123688.788615,f8b3b732fb6c,24a1602ccfab,-78.0,62,42,204.42830051304622,881.7726426116258
1734123688.7896152,d8bfc0117c7d,20f094118214,-66.0,556,510,204.42830051304622,881.7726426116258
1734123688.7896152,24a1602ccfab,20f094118214,-72.0,744,844,204.42830051304622,881.7726426116258
1734123688.7906153,d8bfc0117c7d,24a1602ccfab,-55.0,556,510,204.42830051304622,881.7726426116258
1734123688.7906153,a4cf12fdaea9,20f094118214,-52.0,56,723,204.42830051304622,881.7726426116258
1734123688.791588,d8bfc0117c7d,a4cf12fdaea9,-60.0,556,510,204.42830051304622,881.7726426116258
1734123688.791588,24a1602ccfab,d8bfc0117c7d,-55.0,744,844,204.42830051304622,881.7726426116258
1734123688.7925882,24a1602ccfab,a4cf12fdaea9,-75.0,744,844,204.42830051304622,881.7726426116258
1734123688.7925882,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,204.42830051304622,881.7726426116258
1734123688.7935882,483fda467e7a,24a1602ccfab,-89.0,62,42,204.42830051304622,881.7726426116258
1734123688.7935882,a4cf12fdaea9,d8bfc0117c7d,-60.0,56,723,204.42830051304622,881.7726426116258
1734123688.7945876,f8b3b732fb6c,483fda467e7a,-17.0,62,42,204.42830051304622,881.7726426116258
1734123688.7985864,483fda467e7a,a4cf12fdaea9,-76.0,62,42,204.42830051304622,881.7726426116258
1734123688.799467,a4cf12fdaea9,20f094118214,-54.0,56,723,204.42830051304622,881.7726426116258
1734123688.8004813,d8bfc0117c7d,20f094118214,-66.0,556,510,204.42830051304622,881.7726426116258
1734123688.8004813,483fda467e7a,a4cf12fdaea9,-76.0,62,42,204.42830051304622,881.7726426116258
1734123688.8014941,24a1602ccfab,a4cf12fdaea9,-76.0,744,844,204.42830051304622,881.7726426116258
1734123688.8024788,a4cf12fdaea9,d8bfc0117c7d,-60.0,56,723,204.42830051304622,881.7726426116258
1734123688.8024788,d8bfc0117c7d,20f094118214,-65.0,556,510,204.42830051304622,881.7726426116258
1734123688.80348,a4cf12fdaea9,d8bfc0117c7d,-60.0,56,723,204.42830051304622,881.7726426116258
1734123688.80348,24a1602ccfab,20f094118214,-73.0,744,844,204.42830051304622,881.7726426116258
1734123688.8045168,a4cf12fdaea9,24a1602ccfab,-75.0,56,723,204.42830051304622,881.7726426116258
1734123688.8045168,d8bfc0117c7d,a0a3b3ff66b4,-66.0,556,510,204.42830051304622,881.7726426116258
1734123688.805517,f8b3b73303e8,a4cf12fdaea9,-3.0,56,723,204.42830051304622,881.7726426116258
1734123688.805517,08a6f7a1e5c8,24a1602ccfab,-78.0,270,387,204.42830051304622,881.7726426116258
1734123688.8065183,f8b3b73303e8,d8bfc0117c7d,-59.0,56,723,204.42830051304622,881.7726426116258
1734123688.8065183,f8b3b732fb6c,20f094118214,-70.0,62,42,204.42830051304622,881.7726426116258
1734123688.807477,f8b3b73303e8,a4cf12fdaea9,-3.0,56,723,204.42830051304622,881.7726426116258
1734123688.807477,f8b3b73303e8,24a1602ccfab,-79.0,56,723,204.42830051304622,881.7726426116258
1734123688.808507,f8b3b73303e8,a0a3b3ff66b4,-75.0,56,723,204.42830051304622,881.7726426116258
1734123688.808507,f8b3b73303e8,a0a3b3ff66b4,-75.0,56,723,204.42830051304622,881.7726426116258
1734123688.8095214,483fda467e7a,20f094118214,-73.0,62,42,204.42830051304622,881.7726426116258
1734123688.8095214,a4cf12fdaea9,20f094118214,-55.0,56,723,204.42830051304622,881.7726426116258
1734123688.8105135,24a1602ccfab,20f094118214,-72.0,744,844,204.42830051304622,881.7726426116258
1734123688.8105135,d8bfc0117c7d,20f094118214,-66.0,556,510,204.42830051304622,881.7726426116258
1734123688.8115149,d8bfc0117c7d,24a1602ccfab,-54.0,556,510,204.42830051304622,881.7726426116258
1734123688.8115149,f8b3b73303e8,a4cf12fdaea9,-4.0,56,723,204.42830051304622,881.7726426116258
1734123688.8125145,f8b3b73303e8,24a1602ccfab,-77.0,56,723,204.42830051304622,881.7726426116258
1734123688.8125145,a4cf12fdaea9,24a1602ccfab,-75.0,56,723,204.42830051304622,881.7726426116258
1734123688.8135147,a4cf12fdaea9,d8bfc0117c7d,-59.0,56,723,204.42830051304622,881.7726426116258
1734123688.8135147,08a6f7a1e5c8,483fda467e7a,-68.0,270,387,204.42830051304622,881.7726426116258
1734123688.8146582,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,204.42830051304622,881.7726426116258
1734123688.8146582,a0a3b3ff66b4,24a1602ccfab,-56.0,556,510,204.42830051304622,881.7726426116258
1734123688.8155172,f8b3b732fb6c,24a1602ccfab,-78.0,62,42,204.42830051304622,881.7726426116258
1734123688.820507,f8b3b732fb6c,d8bfc0117c7d,-70.0,62,42,204.42830051304622,881.7726426116258
1734123688.8214822,483fda467e7a,20f094118214,-73.0,62,42,204.42830051304622,881.7726426116258
1734123688.8214822,a4cf12fdaea9,483fda467e7a,-83.0,56,723,204.42830051304622,881.7726426116258
1734123688.822507,d8bfc0117c7d,20f094118214,-66.0,556,510,204.42830051304622,881.7726426116258
1734123688.822507,f8b3b73303e8,d8bfc0117c7d,-60.0,56,723,204.42830051304622,881.7726426116258
1734123688.823478,f8b3b732fb6c,483fda467e7a,-17.0,62,42,204.42830051304622,881.7726426116258
1734123688.823478,483fda467e7a,20f094118214,-72.0,62,42,204.42830051304622,881.7726426116258
1734123688.8244781,a4cf12fdaea9,20f094118214,-54.0,56,723,204.42830051304622,881.7726426116258
1734123688.8244781,d8bfc0117c7d,20f094118214,-65.0,556,510,204.42830051304622,881.7726426116258
1734123688.8254778,f8b3b73303e8,483fda467e7a,-85.0,56,723,204.42830051304622,881.7726426116258
1734123688.8254778,d8bfc0117c7d,24a1602ccfab,-57.0,556,510,204.42830051304622,881.7726426116258
1734123688.8264802,a4cf12fdaea9,d8bfc0117c7d,-56.0,56,723,204.42830051304622,881.7726426116258
1734123688.8264802,d8bfc0117c7d,24a1602ccfab,-56.0,556,510,204.42830051304622,881.7726426116258
1734123688.827508,24a1602ccfab,d8bfc0117c7d,-54.0,744,844,204.42830051304622,881.7726426116258
1734123688.827508,a4cf12fdaea9,20f094118214,-55.0,56,723,204.42830051304622,881.7726426116258
1734123688.8284779,a0a3b3ff35c0,24a1602ccfab,-8.0,744,844,204.42830051304622,881.7726426116258
