target_mac,target_position,distance_error_lst,distance_error_wcl_dist,distance_error_wcl_rssi,distance_error_fp
20f094118214,"(435, 833)",27.57051921290864,225.3977872428921,259.2946213936627,68.65857557508748
20f094118214,"(179, 896)",58.08078972148405,216.97919179541086,243.56608635328885,89.28605714219886
20f094118214,"(212, 335)",58.47570648166276,136.73218574547516,15.293057420911602,138.45215780189199
20f094118214,"(361, 335)",85.24977721934353,283.95154568494644,158.5541163105314,77.33692520394123
20f094118214,"(437, 682)",85.68995041778093,110.81416876126724,143.2797766614852,38.897300677553446
20f094118214,"(663, 681)",94.41835495307656,50.41060139120258,86.89984365590767,17.46424919657298
20f094118214,"(171, 596)",97.43473788457723,131.87630825249653,76.84899099559775,119.15116449284078
20f094118214,"(432, 544)",103.44093379749988,41.34950602115931,20.21844830967382,53.71219600798314
20f094118214,"(363, 188)",130.60086379296845,160.23977079662833,208.3177741217505,193.54069339547175
20f094118214,"(179, 747)",152.1678344711876,83.37844333054677,111.83588513823491,58.82176467941097
20f094118214,"(212, 188)",173.35226016836467,152.53623638749133,53.32876857217771,49.47726750741192
20f094118214,"(104, 657)",187.90550449786926,230.00387818737417,190.12794522925958,207.85812469085735
20f094118214,"(250, 657)",206.87048611892175,6.393692554869391,57.70410944459174,73.0
20f094118214,"(582, 544)",225.39476422749587,76.43433943115444,84.99840413100901,144.1700384962146
20f094118214,"(663, 835)",233.18936827433097,87.43024376721668,85.67668792334482,32.38826948140329
20f094118214,"(250, 823)",285.42249454956163,219.11461448675064,263.34924521250406,89.1852005660132
20f094118214,"(701, 542)",287.57487825134854,178.07083558743068,193.44232606796893,199.6246477767713
20f094118214,"(104, 819)",296.8652129158284,204.62783044534459,215.6049426678471,128.2653499585917
342eb61ec446,"(435, 833)",,,,
342eb61ec446,"(663, 681)",,,,
d81c79de34e1,"(101, 657)",,,,
d81c79de34e1,"(104, 819)",,,,
d81c79de34e1,"(171, 596)",,,,
d81c79de34e1,"(179, 896)",,,,
d81c79de34e1,"(217, 188)",,,,
d81c79de34e1,"(361, 335)",,,,
d81c79de34e1,"(363, 188)",,,,
d81c79de34e1,"(432, 544)",,,,
d81c79de34e1,"(661, 682)",,201.51674868357716,7.571203082259459,212.24985276791125
d81c79de34e1,"(663, 835)",,,,
d81c79de34e1,"(701, 544)",,148.93287078412206,119.65963049752281,293.86561554560956
