target_mac,target_position,distance_error_lst,distance_error_wcl_dist,distance_error_wcl_rssi,distance_error_fp
20f094118214,"(171, 596)",37.025398181799105,133.7929399369871,91.54921237158464,10.816653826391969
20f094118214,"(663, 681)",58.10361696092361,96.06841658185002,115.6932159983341,94.02127418834527
20f094118214,"(179, 896)",70.0945646806257,241.22100498769564,233.78922812030117,42.80186911806539
20f094118214,"(437, 682)",73.34134188744895,38.371468349760946,35.17594491311671,57.38466694161429
20f094118214,"(435, 833)",102.57113298571487,70.25507921431003,30.664969405870725,47.0
20f094118214,"(432, 544)",103.84941634036986,37.51060957826911,30.685087217843744,51.62363799656123
20f094118214,"(179, 747)",110.93479587387091,90.48694828116571,89.99678824629359,65.11528238439882
20f094118214,"(104, 657)",114.03433099195257,231.88185749063064,195.79804594541778,54.405882034941776
20f094118214,"(361, 335)",138.62617859761153,149.6948267603789,126.44920110000005,77.07788269017254
20f094118214,"(212, 335)",147.88663609923532,107.11728584884918,67.78246662063566,121.19818480488888
20f094118214,"(363, 188)",149.0699945757205,204.16505084461042,188.57547103714194,155.58920271021378
20f094118214,"(250, 657)",155.57462177546975,32.01474191997663,30.1089751234598,132.7742444904131
20f094118214,"(250, 823)",169.836874372133,185.4051857370415,207.10593787208677,97.30878685915265
20f094118214,"(582, 544)",171.9186499403892,121.5755729331047,116.713598555413,140.03570973148243
20f094118214,"(212, 188)",205.16787867444862,205.0272706341842,147.2312367618163,50.92150822589606
20f094118214,"(701, 542)",217.618939348216,215.58118057118827,217.19673583240322,39.6232255123179
20f094118214,"(104, 819)",233.34357360827133,238.0008887898237,216.7736188638585,123.35720489699821
20f094118214,"(663, 835)",236.76252186483552,85.75990876383472,81.0888111560686,37.0
342eb61ec446,"(361, 335)",,,,
342eb61ec446,"(363, 188)",,,,
342eb61ec446,"(435, 833)",,,402.05591666891274,170.95028517086482
342eb61ec446,"(437, 682)",,,,
342eb61ec446,"(582, 544)",,,,
342eb61ec446,"(663, 681)",,,,
d81c79de34e1,"(101, 657)",,,,
d81c79de34e1,"(104, 819)",,,,
d81c79de34e1,"(171, 596)",,,,
d81c79de34e1,"(179, 896)",,539.5600059307584,503.5918315746103,202.97044119772713
d81c79de34e1,"(212, 331)",,,,
d81c79de34e1,"(217, 188)",,212.93426215618754,61.9171831154231,99.53893710503444
d81c79de34e1,"(250, 657)",,,,
d81c79de34e1,"(361, 335)",,418.6287137786896,110.3210663013319,78.71467461661771
d81c79de34e1,"(363, 188)",,334.53998266276034,183.96764240921362,247.50353532828578
d81c79de34e1,"(432, 544)",,,,
d81c79de34e1,"(435, 833)",,,80.53848947673866,
d81c79de34e1,"(661, 682)",,201.51674868357716,7.571203082259459,212.24985276791125
d81c79de34e1,"(663, 835)",,,,
d81c79de34e1,"(701, 544)",,148.93287078412206,119.65963049752281,293.86561554560956
