timestamp,monitor_mac,target_mac,rssi,anchor_position_x,anchor_position_y
1725551321.037126,24a1602ccfab,342eb61ec446,-58.0,0.3818080724876424,7.468789126853377
1725551321.0391428,24a1602ccfab,342eb61ec446,-57.0,0.3818080724876424,7.468789126853377
1725551321.040562,a4cf12fdaea9,342eb61ec446,-51.0,0.3818080724876424,0.3952203459637541
1725551321.0415936,a4cf12fdaea9,342eb61ec446,-51.0,0.3818080724876424,0.3952203459637541
1725551321.0426955,24a1602ccfab,342eb61ec446,-56.0,0.3818080724876424,7.468789126853377
1725551321.0436728,d8bfc0117c7d,342eb61ec446,-84.0,7.559783772652386,7.912518533772651
1725551321.0446272,24a1602ccfab,342eb61ec446,-56.0,0.3818080724876424,7.468789126853377
1725551321.0456607,d8bfc0117c7d,342eb61ec446,-84.0,7.559783772652386,7.912518533772651
1725551321.0456607,24a1602ccfab,342eb61ec446,-56.0,0.3818080724876424,7.468789126853377
1725551321.0690167,a4cf12fdaea9,342eb61ec446,-60.0,0.3818080724876424,0.3952203459637541
1725551321.069962,24a1602ccfab,342eb61ec446,-61.0,0.3818080724876424,7.468789126853377
1725551321.0709667,d8bfc0117c7d,342eb61ec446,-86.0,7.559783772652386,7.912518533772651
1725551321.3554988,a4cf12fdaea9,342eb61ec446,-58.0,0.3818080724876424,0.3952203459637541
1725551321.359131,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551321.807147,a4cf12fdaea9,342eb61ec446,-58.0,0.3818080724876424,0.3952203459637541
1725551321.8090963,24a1602ccfab,342eb61ec446,-58.0,0.3818080724876424,7.468789126853377
1725551321.811143,a4cf12fdaea9,342eb61ec446,-58.0,0.3818080724876424,0.3952203459637541
1725551321.8142972,a4cf12fdaea9,342eb61ec446,-57.0,0.3818080724876424,0.3952203459637541
1725551321.8163013,d8bfc0117c7d,342eb61ec446,-81.0,7.559783772652386,7.912518533772651
1725551321.8183024,a4cf12fdaea9,342eb61ec446,-57.0,0.3818080724876424,0.3952203459637541
1725551321.8414624,d8bfc0117c7d,342eb61ec446,-82.0,7.559783772652386,7.912518533772651
1725551321.8436186,24a1602ccfab,342eb61ec446,-59.0,0.3818080724876424,7.468789126853377
1725551321.8669014,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551321.8689,a4cf12fdaea9,342eb61ec446,-59.0,0.3818080724876424,0.3952203459637541
1725551321.8718965,d8bfc0117c7d,342eb61ec446,-81.0,7.559783772652386,7.912518533772651
1725551321.8982174,24a1602ccfab,342eb61ec446,-59.0,0.3818080724876424,7.468789126853377
1725551321.9002173,a4cf12fdaea9,342eb61ec446,-58.0,0.3818080724876424,0.3952203459637541
1725551321.9022179,24a1602ccfab,342eb61ec446,-59.0,0.3818080724876424,7.468789126853377
1725551321.931792,a4cf12fdaea9,342eb61ec446,-57.0,0.3818080724876424,0.3952203459637541
1725551321.9335845,d8bfc0117c7d,342eb61ec446,-82.0,7.559783772652386,7.912518533772651
1725551321.9757864,a4cf12fdaea9,342eb61ec446,-59.0,0.3818080724876424,0.3952203459637541
1725551321.978836,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551321.9808345,24a1602ccfab,342eb61ec446,-59.0,0.3818080724876424,7.468789126853377
1725551321.982835,a4cf12fdaea9,342eb61ec446,-59.0,0.3818080724876424,0.3952203459637541
1725551321.9877765,d8bfc0117c7d,342eb61ec446,-83.0,7.559783772652386,7.912518533772651
1725551322.0069957,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551322.0089808,a4cf12fdaea9,342eb61ec446,-58.0,0.3818080724876424,0.3952203459637541
1725551322.0109794,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551322.0119812,d8bfc0117c7d,342eb61ec446,-81.0,7.559783772652386,7.912518533772651
1725551322.0441422,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551322.0481453,a4cf12fdaea9,342eb61ec446,-58.0,0.3818080724876424,0.3952203459637541
1725551322.0570612,d8bfc0117c7d,342eb61ec446,-80.0,7.559783772652386,7.912518533772651
1725551322.09032,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551322.0932379,a4cf12fdaea9,342eb61ec446,-58.0,0.3818080724876424,0.3952203459637541
1725551322.1260498,a4cf12fdaea9,342eb61ec446,-59.0,0.3818080724876424,0.3952203459637541
1725551322.1350746,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551322.1370795,d8bfc0117c7d,342eb61ec446,-81.0,7.559783772652386,7.912518533772651
1725551322.2906897,24a1602ccfab,342eb61ec446,-59.0,0.3818080724876424,7.468789126853377
1725551322.301975,a4cf12fdaea9,342eb61ec446,-57.0,0.3818080724876424,0.3952203459637541
1725551322.3060074,d8bfc0117c7d,342eb61ec446,-82.0,7.559783772652386,7.912518533772651
1725551322.6749668,a4cf12fdaea9,342eb61ec446,-59.0,0.3818080724876424,0.3952203459637541
1725551322.6849248,24a1602ccfab,342eb61ec446,-58.0,0.3818080724876424,7.468789126853377
1725551322.7188945,24a1602ccfab,342eb61ec446,-58.0,0.3818080724876424,7.468789126853377
1725551322.7335114,d8bfc0117c7d,342eb61ec446,-81.0,7.559783772652386,7.912518533772651
1725551322.7415419,a4cf12fdaea9,342eb61ec446,-57.0,0.3818080724876424,0.3952203459637541
1725551322.748708,24a1602ccfab,342eb61ec446,-58.0,0.3818080724876424,7.468789126853377
1725551322.7543755,d8bfc0117c7d,342eb61ec446,-80.0,7.559783772652386,7.912518533772651
1725551322.7818294,a4cf12fdaea9,342eb61ec446,-58.0,0.3818080724876424,0.3952203459637541
1725551322.791773,24a1602ccfab,342eb61ec446,-59.0,0.3818080724876424,7.468789126853377
1725551322.7967703,d8bfc0117c7d,342eb61ec446,-87.0,7.559783772652386,7.912518533772651
1725551322.8042305,24a1602ccfab,342eb61ec446,-57.0,0.3818080724876424,7.468789126853377
1725551322.8062546,a4cf12fdaea9,342eb61ec446,-58.0,0.3818080724876424,0.3952203459637541
1725551322.8072536,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551322.809258,d8bfc0117c7d,342eb61ec446,-87.0,7.559783772652386,7.912518533772651
1725551322.8191109,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551322.8201203,a4cf12fdaea9,342eb61ec446,-53.0,0.3818080724876424,0.3952203459637541
1725551322.8211122,24a1602ccfab,342eb61ec446,-60.0,0.3818080724876424,7.468789126853377
1725551322.8221107,a4cf12fdaea9,342eb61ec446,-53.0,0.3818080724876424,0.3952203459637541
