target_mac,distance_error_tls,distance_error_twcl_dist_3,distance_error_twcl_rssi_7,distance_error_fpl
20f094118214,175.92808783006336,162.45485036431336,158.53076212465731,114.19427889930972
342eb61ec446,,,,
d81c79de34e1,,177.1863425888124,84.78133723561014,256.32693966885336
