target_mac,distance_error_tls,distance_error_twcl_dist_3,distance_error_twcl_rssi_7,distance_error_fpl
20f094118214,163.3957969336736,137.49587420971383,131.01198110126444,104.2688831818966
342eb61ec446,158.72209127780923,146.66296662572762,144.74446756727878,131.7341599164351
d81c79de34e1,143.9318473048552,137.16769981124963,135.65641986972804,134.52467762046075
