target_mac,distance_error_tls,distance_error_twcl_dist_3,distance_error_twcl_rssi_7,distance_error_fpl
20f094118214,161.73076604499173,137.58113838432723,130.96823782207161,103.39675473093384
342eb61ec446,158.72209119992067,146.66296662572762,144.74446756727875,131.7341599164351
d81c79de34e1,143.93184711647737,137.16769981124963,135.65641986972804,134.52467762046075
