timestamp,estimation_twcl_rssi_9,estimation_fpl
1734005992.567684,"(880.4698683823408, 640.1366315634281)","(850.0, 985.0)"
1734005992.5847628,"(880.4698683823408, 640.1366315634281)","(850.0, 985.0)"
1734005992.588641,"(880.4698683823408, 640.1366315634281)","(850.0, 985.0)"
1734005992.6082158,"(880.4698683823408, 640.1366315634281)","(850.0, 985.0)"
1734005992.609357,"(902.0661942177895, 625.288332950421)","(845.0, 980.0)"
1734005992.6193895,"(913.4373537049486, 617.4702266240048)","(840.0, 975.0)"
1734005992.6203892,"(913.4373537049486, 617.4702266240048)","(840.0, 975.0)"
1734005992.6264343,"(912.7071102693278, 616.9484156421356)","(840.0, 970.0)"
1734005992.627455,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.6638052,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.6668575,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.6726575,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.6747117,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.6987827,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.7144914,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.7165508,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.72182,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.7520006,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.7530034,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.785915,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.786939,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.7959352,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.796935,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.8027835,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.8037984,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.8358085,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.837859,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.8414512,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.8434162,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.8454444,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.8754263,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.8804617,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.881426,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.8902483,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.890823,"(911.9447294182532, 616.4036401863735)","(840.0, 970.0)"
1734005992.8918383,"(912.7071102693278, 616.9484156421356)","(840.0, 970.0)"
1734005992.9277172,"(924.3079879123762, 608.9940327718692)","(840.0, 970.0)"
1734005992.928717,"(924.3079879123762, 608.9940327718692)","(840.0, 970.0)"
1734005992.9327185,"(924.3079879123762, 608.9940327718692)","(840.0, 970.0)"
1734005992.933721,"(936.2771507307208, 600.7871275166694)","(835.0, 965.0)"
1734005992.9395306,"(936.2771507307208, 600.7871275166694)","(835.0, 965.0)"
1734005992.970818,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005992.9718208,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005992.972824,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005992.9760993,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005992.9770997,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005992.9801328,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005993.014706,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005993.0190425,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005993.023038,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005993.024038,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005993.0250494,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005993.0349178,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005993.035913,"(937.2939479408859, 601.067907183024)","(840.0, 970.0)"
1734005993.0660746,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.067078,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.0740654,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.0781026,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.1068747,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.1138356,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.1148431,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.1168413,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.1228387,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.148399,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.1526446,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.153643,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.1606016,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.1724088,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.1984742,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.203434,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.2074363,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.2543554,"(956.4950615822115, 594.524909633265)","(840.0, 970.0)"
1734005993.2575312,"(975.1166649683078, 588.1793867847581)","(845.0, 975.0)"
1734005993.2822194,"(975.1166649683078, 588.1793867847581)","(845.0, 975.0)"
1734005993.2862122,"(975.1166649683078, 588.1793867847581)","(845.0, 975.0)"
1734005993.2882118,"(975.1166649683078, 588.1793867847581)","(845.0, 975.0)"
1734005993.289212,"(975.1166649683078, 588.1793867847581)","(845.0, 975.0)"
1734005993.3023922,"(975.1166649683078, 588.1793867847581)","(845.0, 975.0)"
